,p_sgEGR1_3,p_sgEGR1_2,p_sgEGR1_4,p_sgCREB1_2,p_sgNR2C2_2,p_sgNR2C2_3,p_sgNR2C2_5,p_sgCREB1_4,p_sgCREB1_5,p_sgYY1_3,p_sgGABPA_1,p_sgIRF1_2,p_sgIRF1_3,p_sgELK1_7,p_sgELK1_6,p_sgELF1_2,p_sgYY1_10,p_sgELF1_1,p_sgETS1_5,p_sgETS1_3,p_sgGABPA_9,p_sgELF1_4,p_sgELF1_5,p_sgELK1_1,p_sgE2F4_6,p_sgE2F4_7
RP11-481J2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDRG4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SETD6,0,0,-0.000651651,0.004970454,0,-0.004904391,0,0.009038428,-0.004063351,0.016545417,0,0,-0.006116649,0,0.015392489,0.000153612,-0.01299723,0.001240433,0,0.016667782,0.002847543,0.030348558,-0.015247453,0.002192018,-0.001197148,-0.005195553
CNOT1,0.010050398,0.015246379,0,0.007232962,-0.028593384,0.017290741,-0.001590957,-0.001695154,0,-0.035059774,0.012006525,-0.033134886,0.015869285,0,-0.014133712,0.036383895,0,0.012823286,0,0,-0.01674888,-0.032890941,0,0.044454169,0,0.002727248
SLC38A7,0,0.003225991,0,0,0,0,0,0,0,0,0,0,-0.000460729,-0.00045169,-0.005691453,0,0,0.00665713,0,0,-0.003619203,0.000329221,0.000117833,0.007663623,-0.002713793,-0.000671957
GOT2,-0.018977133,-0.013151707,0,-0.03901438,0,0,0.021916226,0.004884283,-0.015094266,0.002154743,-0.004957814,0.00240785,0,0,0.019936759,0,0.040952265,0.032969549,0.016207537,0,0,-0.02406399,-0.04762862,-0.016425959,-0.038919696,-0.005579175
RP11-410D17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-700H13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDH8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-467L24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC132186.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK2,0,0,0.000899239,0,0.007084924,-0.006408979,0,-0.005822991,0,0.007949348,0,0,-0.003014074,0,0,0,0.011132547,0,-0.007017384,0.002155858,0,0.001621972,-0.006054628,0,0.000520802,0
RP11-403P17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CKLF,0.006737904,0,0.012396042,-0.027307655,0.074512948,-0.022748246,0,0.001924463,0,0.043198427,0.007198972,0.003485851,0.041864695,0.001433596,0.008959691,-0.025296639,0.125436362,-0.005806365,0,0,-0.018720485,-0.033335373,-0.110776419,-0.021695088,-0.057906956,0.013392579
CKLF-CMTM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMTM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMTM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMTM3,0,-0.010192049,0.020496,-0.045731976,-0.029388363,0.013043365,-0.025574555,0,-0.01235341,0,0,-0.024046301,0.017539574,0,0.014662773,0,-0.018231708,-0.010957595,0.005425966,0.018166731,-0.008767513,0,-0.014250034,0.002372623,0,0
CMTM4,0.002275142,0,0,-0.004218331,0,-0.006669277,0.004427883,0.004933091,0,0.00406071,0,0,0,0,0.001326507,-0.019207341,0,0,0,0.016227822,0,-0.00218082,0.000444409,0.00399235,0,-0.013497195
DYNC1LI2,0.017695655,0,0,0.024035632,0,-0.015228482,-0.002516217,0,0.030471291,0.007225403,0.001556417,0,-0.002760159,-0.001325741,0,0.003072557,0,-0.010898986,0.022770727,-0.03088185,-0.01957002,0.033680566,0,0.008690294,0,0
RP11-63M22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-61A14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAE1,0.029869517,-0.016490926,-0.035870724,-0.018668472,-0.025424488,0.033070978,0.030684037,0.010603203,0.006268749,0.083439833,-0.003504163,-0.003463482,0,0.022126247,0.041572081,0.001532592,-0.005982851,-0.004551013,-0.031749091,0,0.016298566,-0.010122639,0.019123726,0.006425762,-0.025904648,0.013462833
RP11-61A14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002694131,0,-0.004574616,0,0,-0.001154554,0,0,0,0
RP11-61A14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-61A14.3,0,0,0,-0.005979137,0,0.002588141,0,-0.004074733,0,0.00958956,-0.016309685,0,0,0,-0.003419102,0.005500136,0.008533263,0,0,-0.013100267,0,0,0.006923754,0,0,-0.007089404
RRAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM96B,0,0.021774616,-0.008616414,0.010444855,0,0,-0.014332483,-0.012841721,0,0.065268358,-0.019796561,0.026546275,-0.000601788,0.028475099,0.008854032,0.033977761,0.020698067,-0.000939131,0.02883805,-0.015879978,-0.058537077,-0.014325885,-0.029774929,0,-0.060982714,0
CES2,0.017896812,0,-0.01490482,-0.016842521,0,0,0,-0.010210406,0,0,0,0,0,0,0.007006044,-0.009722704,0,0,-0.001380499,0,0,0.000282416,-0.005652843,-0.013154497,0.003264351,0.005824564
CES3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CES4A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBFB,0.008614036,-0.036239264,0,0.009900727,0.023554232,0.009611101,0,0.022733788,0.026838041,0.02783572,0.029220132,-0.023619816,-0.021642752,-0.027801537,0.008166366,0,0.02021096,-0.01787516,0.014849593,0,-0.035566476,-0.024415814,0.004411451,-0.015924977,0,-0.010148569
C16orf70,0.005751447,0,-0.00218687,0.003955918,-0.007110938,0,0,0,0,0.007183588,-0.002652913,0,0,0,0,0.007817657,-0.003907189,0.007467322,0,0,0,0,0.001280528,0,0,-0.005916477
B3GNT9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRADD,-0.007424351,0.017965702,0.015097699,0.032076857,0.03908189,0.021739153,-0.008641705,0.00217309,-0.005089808,0.004550843,0,0,0,0,0.024592809,-0.003354456,0.022241431,0,-0.001027848,0,-0.007807897,-0.037562861,-0.014462911,0,0.005219172,-0.016977574
FBXL8,0,0,0.007634973,0,0,0,0,0.003492062,0,0,0.001175015,0,0.000264164,0,-0.007076231,-0.001657859,-0.005913107,0,0.004763568,0,0,0,-0.008312792,0,0,0
HSF4,0,0,0,0,0,0.014369444,0,0,0,0,0,0.00442387,0,0,1.06E-05,0,0,0.001843169,0,-0.005593459,0,0,0,0,0,0
NOL3,0,0,0,0.007126614,0,0,-0.000240379,-0.004161149,0,0.013742027,-0.000333125,0,-0.00227619,0,-0.001274655,0,0,0.014568197,0,0,0,0,0.002754442,0.003095728,-0.002265641,0
KIAA0895L,0,0,0,-0.003848444,0,0,0,0,0,0,0,0,0,0,0,0.001664251,0,0,0,0,0,0.00089704,0,0,0,0.009199462
EXOC3L1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E2F4,-0.006527965,-0.011563541,0,0,0.00133162,0,0.012210468,0,0.017930081,0.007783732,-0.012687447,0.018655136,0.013193582,-0.0228437,0,0,0.000229167,-0.022532785,-0.03857712,0.028170526,0.010526598,0,0.001400075,0.006010819,-0.07350882,-0.004280013
ELMO3,0,0,0.000533751,0,0,0,0,0,0,0,0,0,0,0,0.000456158,0,0,0,0,0,0,0,0.003196329,0,0,0
LRRC29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000811689,0,0.00121188,0,0,0,0,0,0,0,0,0,0
TMEM208,-0.017081012,0.022543931,-0.035803575,0.003025883,0,-0.052068475,0.03195773,-0.004457304,-0.04009851,0.091514671,-0.051694844,0.021425553,0.006234241,-0.012128791,0.022207845,0,0.079254257,-0.004265868,-0.009616689,-0.001720524,0.020428458,0,-0.005550799,0,0,0
FHOD1,0,0.012019001,0,-0.008615485,-0.013518017,0,0,-0.002332325,0.005322289,0.038988943,-0.005180289,-0.001643543,0.025654085,0.04039332,0,0,0.034493357,0.000435707,0,0,-0.00825194,0.014820405,0,-0.00027565,0.009391346,0
SLC9A5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002529997,-0.001451839,0,0,0
PLEKHG4,0.001274877,0.012335568,0,0,-0.001174868,-0.01828515,0,0,0.017997696,-0.01259818,0.022970924,0,0,0.02467451,0.001280331,-0.001729543,0.005917912,-0.001418416,-0.005793135,0.017205842,-0.015919759,0,0.008087616,-0.003381278,0,0
KCTD19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPPP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZDHHC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSD11B2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATP6V0D1,-0.051414483,0.00324139,0.000765576,-0.003428401,0,0,0,0,0.012517233,0.021730839,-0.020617112,0.001677504,0,-0.010765023,-0.006492983,0.025905118,0.001776354,-0.002480054,0,-0.014989041,0.023304095,0.023564011,0,-0.017589094,0.001082976,-0.019196925
AGRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM65A,0.011255254,-0.001556144,0,0,0,0,0.021610609,-0.009212704,-0.019980974,0,0.005221849,-0.020205812,0,0,0.006715263,0.024664692,0.015842774,0,0.002471778,-0.011023041,0.002854029,0,-0.003990522,0,-0.000913317,-0.004507248
CTD-2012K14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2012K14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2012K14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2012K14.6,0,0,0,9.25E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2012K14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTCF,0.027123915,0,-0.000555294,0.006363449,0.025647021,0,0.002908572,-0.05664266,-0.023844489,-0.01507896,-0.001683128,0.03895151,0,0,-0.000338575,0,0,-0.044403815,0.028492093,0.003215053,0.029641427,-0.02712483,-0.025178416,0.00025629,0,0
AC009095.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RLTPR,0,0,0,0,0,0,0,0.000878857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACD,0.016616522,-0.013264696,-0.004494925,0.017321457,0,0,-0.005248175,0.002019379,0,0.068336066,0,0.00493894,0,0,0,0,0.046962439,0,-0.005184057,0.014070039,0,-0.006990081,0.010572608,-0.012429158,-0.009305425,0
PARD6A,0,-0.002474013,0,0,0,0,0,0,0,0,0,0,0,0,0.000439889,0,0,0,0,0,0,0,0,0,-0.001949367,0
ENKD1,0,0,6.76E-05,0,0,-0.011668675,-0.008736229,0,0,0.005219662,-0.016123644,-0.009964819,-0.007779147,0,0,0,0.00029114,-0.011367617,0.019315726,0,0.004946559,0,-0.002088659,-0.014035618,0,0.018499568
C16orf86,0,0,0,0,0,0,0,0,0,0,0.000364763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GFOD2,0.006947084,0,0,0,0,0.004007557,-0.004764378,0,0.002768205,0,-0.000581815,0.009525449,0,0.000936582,-0.012732041,-0.006941664,0.012483359,0,0.00299543,0.00869342,0,-0.013354221,-0.013085858,-0.002194676,0.008204478,-0.023954046
RANBP10,0,-0.001103381,0,0,0,0.003476326,0,-0.005941655,-0.000733748,0.001327316,0,0,-0.00350039,0,0,0.007874177,0.002782452,0.00517584,0,0,0,0.008512023,-0.006028305,0.001344818,0.004465975,0
TSNAXIP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENPT,-0.000430388,0,0,0,0.021305577,0,0,0,-0.01491205,0.004860955,0,0.012964182,0.017936889,-0.002791813,0.006356707,0.009243127,0,0,-0.021676331,0,0,-0.001408174,0,0,-0.007160784,0
THAP11,0,-0.020328192,0,-0.01064944,0,0,0,-0.021767918,-0.002096765,0.017576672,-0.00241209,0,0,-0.004375363,0.001683891,0.01492859,0.025697574,-0.00119238,0,0,-0.022575417,0.004699468,0.024435167,0.010011984,0,0
NUTF2,-0.023748356,0,-0.012152239,0,0,0,-0.014614977,0.080029249,0,-0.0023186,0.017594653,0.007011562,0,-0.021265374,-0.045828754,0.008650048,-0.047145664,0.045206585,0.038615301,0.00069631,0,-0.046547903,-0.022218544,0,0.014390591,0.011867315
EDC4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004743454,0,0,0,0,0,0,0,0,0,0,0
CTC-479C5.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRN1L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSKH1,0,-0.00439196,0,0.006415208,0,0,0.003971533,0,0,0.009014901,0.000478321,0.001492272,0,0,0,-0.00200118,0,-0.017570481,0,0,0,0,-0.009108054,-0.006088337,0,0
CTRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-479C5.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.91E-05,0,0,0,0,0,0,0,0,0,0,0
PSMB10,0,0.0046809,0,0,0,0,-0.00061634,4.12E-05,-0.002183837,0,0,0,0,-0.003047581,0,0,-0.002223221,0,0,0.008564918,0,0,-0.003233994,0,0.011474293,-0.001815074
LCAT,0,-0.002100234,0,0,0,0,0.001833003,0.001152895,0,0,0,0,0,0.001793795,0,0,0,-0.004784843,0,0,0,0,0,0,0,-0.001485399
SLC12A4,0,0,0.01426329,0,0,0,0.00362484,0.004907825,0.003910964,-0.000220622,0,0,0,0.016540914,0,0,0,0,-0.001966534,0,0,0,0,0,0,0
DPEP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPEP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUS2,-0.008233465,-0.004576006,0,-0.007756879,0,0.001608268,0,0,0,0.018393393,0.004137244,0,0,0,0.001858464,0,0,0,0,0,0,0,0,0,0,0
CTC-479C5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDX28,0,-0.006220555,-0.010789594,0,0,0,0,-0.007978042,-0.018094478,0.002386742,0,0,0.009762065,0,0.010724137,0.028050699,0.019776287,-8.00E-05,0,0.005781198,-0.008926385,0.009007315,-0.001204687,0,0,0
NFATC3,-0.028274349,-0.045056474,-0.025962524,0.026517798,0,0.006388675,0.013125375,0,0,0,0,-0.01263507,0,-0.06100089,0.006616718,0.007783624,0,0,0,0.008137207,0.004215501,0.011081807,-0.022989039,-0.040730325,0,-0.032047476
RP11-96D1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-96D1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESRP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLA2G15,0,-0.000619195,0,0,0,0,0.018645895,-0.005463988,0,0,0,-0.001679481,0,0,-0.006028083,0.003371514,0,0.000814462,-0.000577026,0,0,0,-0.001308687,0,0,0
RP11-96D1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC7A6,-0.001864243,-0.018789124,-0.00511234,0.003781937,0,0.006590085,0.00188993,0.000196558,0,0,0,0,0,-5.72E-05,0.009654223,-0.0042784,0.030191406,0.008374875,7.23E-05,-0.028700321,0,0,0,0,0,0.011309586
SLC7A6OS,0.011985337,0,-0.025039109,-0.029398101,0,0.006490462,-0.009313452,0,0,0.00837977,-0.004951826,0,0,0.017335135,-0.005233052,0.01926731,-0.038250328,0.009884848,0.023832673,-0.010904074,0,0,0,0,-0.018845726,0
PRMT7,0,0,0,0,-0.014736224,0,0.024634454,0,0,-0.002127499,0,0.000861909,-0.008527715,-0.003985498,-0.004686064,0.000779903,0.014181672,0,0.004394612,0.004277451,0,0,0,0.006565175,0,0
SMPD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFP90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TANGO6,0,0,0,0,0,0,-0.00152411,0,0,0.000905561,0,0,0,0,0,0.000272469,-0.001336735,0.007262649,0.006856918,0,0.007473803,0,0,0,-0.003157413,-0.003788708
HAS3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHTF8,0,0.021482254,0,0,0,-0.011130168,0,0.007219013,0,0.02102268,-0.023323518,0,0,-0.00989705,-0.003548364,-5.54E-06,-0.012720998,0.008377921,0.03132779,0.017529339,0.009030281,0,0,0,0,0
UTP4,0.035948039,0.018773086,-0.003592301,-0.011405881,0.03876609,0.023858582,0.016074338,0,-0.016873871,0.033786737,0.006672081,-0.003769722,0,-0.00079487,0,0.021797151,0.052730577,0,0,0.003587574,-0.031984937,0.012128178,-0.018012956,-0.017966417,0.000984779,-0.035977108
SNTB2,0,0,0,0.011045332,0,0,0,0,0,0,0,0.003708333,0,0,-0.007227659,-0.006569243,0.007090677,0,0,0,0,0,0.00387188,-0.005236221,0,-0.007814585
RP11-343C2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPS4A,0.029058559,-0.015094512,-0.029654917,0.004896395,0.013290224,-0.007073548,0,0,0.016989946,0.020268552,-0.011186897,-0.001149594,0,-0.007071965,-0.011396294,0,0.030610183,-0.001556128,0.000971899,0.017343585,0,-0.013100433,0.006063435,-0.008085426,0,0.009108552
COG8,0,-0.00871702,-0.002250976,-0.015068401,0.00540838,0,0.011190747,0.007562048,0,-0.002437972,0.017542359,0,0,0.019708739,0,-0.002888598,0,0,-0.011605167,0.01695281,0,0.010112381,0.016541408,0,0,-0.016734048
PDF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIP7,0,0.0043359,0.012806229,-0.012969397,0.02681557,0,0,0,-0.032465705,0,0.008718752,-0.044274735,-0.012269752,-0.015622206,-0.01167948,0,0.014034358,0,0.008981216,0.002507315,-0.007336371,0.023540948,0.022458213,0,0.005220496,0.007632471
TMED6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TERF2,0,-0.02052802,0,0,0.065991253,-0.024246475,0.006568045,-0.001117832,0.010591286,0.015639339,-0.008283531,-0.016278827,-0.029602101,0,0.000557028,0.01026277,-0.000679859,0.012386646,0,0.023875608,-0.010279092,0.025268297,0,0,0,0.007599075
CYB5B,-0.029341103,0.008238373,-0.015257866,0.024632842,0,0.028913916,0,0.018078216,-0.047573998,-0.018554012,0.03525854,-0.011464871,-0.025319597,0,0,0,-0.000300458,0,0.003073294,0,-0.034267131,-0.006052402,0,0,-0.013766507,0.00232348
NFAT5,0,0,0,0,0,0.016865762,-0.012992438,-0.003937267,0.016789564,0,-0.002587423,0,0,-0.015965122,0.005395777,0.000781393,0,0.005701567,-0.000743982,0.003909596,0.029667421,0,0,0,-0.00581669,-0.006048007
NQO1,-0.024664491,0,0.014592004,0.020497297,-0.059228646,0.00873239,0,0.024955404,-0.053436645,0.004449742,0.019522597,-0.009268588,0,0.017742939,-0.044483741,-0.019444979,0.097684312,0.028088756,-0.026869162,-0.024642995,-0.001830527,0,-0.014584768,-0.02197598,0,0.017047036
CTD-2033A16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2033A16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOB1,0.024825243,0,-0.014512773,-0.00608025,-0.085002871,0.035455651,0.017259921,0.001463135,0.025332601,0,0.002698035,0.014745619,-0.079970191,0,-0.026245043,0,-0.090498841,-0.003334654,0.020150127,-0.016601128,-0.03426031,0.013785035,0,0.015868358,-0.02694326,0
WWP2,0,0,0.001050013,-0.003929796,0,0,-0.002348605,0,-0.003929409,-0.012903117,0.001933076,0,0,0,0.005423545,0,0,0,0.008484236,0.001137959,-0.001812322,-0.003088877,0.002971074,0,0,-0.013406019
CLEC18A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDPR,0,0,0.004959603,-0.015430826,0,-0.014383952,-0.015820002,0,0,0,0,0.005441993,0.00351361,-0.015870101,0,0,0,0.000608789,0,-0.002438422,-0.010057627,0,-0.011975244,0,-0.01335807,0
RP11-296I10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEC18C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXOSC6,0.007448355,0.000614005,-0.00073866,-0.00716369,0,0,-0.011914709,-0.012332222,0,0.002097076,0.006520147,0,0,-0.001803748,0.001088467,0,0,0,0,0.003237538,0,0,0,-0.006382709,-0.012729274,0
AARS,0,-0.019430888,0.01533127,-0.071540377,0.040961087,0.023214226,0.003433448,-0.032452668,-0.012228055,0.072854282,-0.018042043,-0.03597661,0.002338735,-0.03830362,0.019462983,0.022518609,0.08300806,0.061625309,0.017120792,0.020761218,0,-0.051338035,0,0,-0.005088206,-0.003505798
DDX19B,-0.009449022,-0.000418925,-0.017407718,-0.007388855,0,-0.000413669,0,0,0,0.003535482,0,0,0,-0.016520406,0.000635934,0.007239297,0.022268469,0.007827364,0,-0.019340865,0,0.008815627,0,0,0,0
DDX19A,0.019893765,0.020850917,-0.007914422,0.01114638,0,-0.013189408,-0.013784994,0,-0.007839993,-0.011542518,0,-0.016108793,0,0,0.016030822,0.001462026,0.018804625,0.010383692,-0.004122373,0,0.012134248,0.01063958,0.014772367,-0.036405155,-0.014637014,0.001951161
ST3GAL2,-0.01935659,0,0.001072826,0,-0.073471353,0.006194681,-0.00933465,0.026564187,0.016819639,-0.038738283,0.010365693,0.007703539,0,-0.032499816,0.004477153,-0.004612182,-0.004760278,0,0.033215954,0.003236341,-0.007224782,0,0.003630346,0.023918983,0,0.010564903
RP11-529K1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FUK,0,0,-0.002412304,0.000843835,0,0.003287339,-0.013724313,0,0.000661165,0.001206059,0,-0.002943189,0,0,-0.008707376,0,0,0.005774904,-0.01053357,0,0,0,0,0,0.008395787,-0.005293294
COG4,0,0.015021467,0,0,0,-0.013014781,0.021753473,-0.008948704,0,0,0,0.000315281,-0.015072635,0,0.004188329,0,-0.012722291,-0.01682627,0,0,0.005079677,0,0.024465582,0,0,0
SF3B3,-0.009528078,0,0.012607862,-0.001210179,0,-0.02635484,0.009851229,-0.014635443,0.001933574,0.031793317,0.013799843,0.005245059,0.045902102,0.047088925,-0.018965049,-0.008739166,0,0,0,0.006737244,0.019613455,-0.038378353,0,-0.004738473,-0.021021621,0.002541656
RP11-49C24.1,0,0,0,0,0,0,0,0,0,0.009532812,0,0,0,0.009520161,0,0,0,0,0,0,0,0,0,0,0,0
IL34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTSS1L,0,0.017648277,0,-0.005320652,0,0,0,-0.010367015,0.011425983,-0.003432485,0.010197256,0.005429002,0,0,0,-0.004602794,0,0,-0.00177004,0,0.006037711,0,0,0,-0.005672909,0.010269737
FLJ00418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAC14,0,-0.002826111,0,0.002948146,0,0,0,0,0,-0.008441771,0,0,0,0.001035902,0,0,0,-0.00353333,0,0.014040423,0.010482409,-0.008767759,0,0.010091355,-0.014293825,0.001765164
VAC14-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HYDIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-23E19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMTR2,0,0.006321308,0,0,0,-0.010777824,0,0.010595792,0,0,-0.012514072,-0.022816555,0,0.010738817,0,0.010443952,0.011150968,0.003243538,0,0.00441652,0,0,0.009239447,-0.017873026,-0.005755264,0.001923166
CALB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF23,0,0,0,0,0,0,0,0,0.001042761,-0.000920489,0,0,0,-0.000851374,0,0.003618994,0,0.000180912,0,0,0,0,0,0,0,0
AC010547.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-510M2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003129808,0,0,0,0,0,0,0,0,0,0,0,0
RP11-432I5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARVELD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHLPP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
