,p_sgEGR1_3,p_sgEGR1_2,p_sgEGR1_4,p_sgCREB1_2,p_sgNR2C2_2,p_sgNR2C2_3,p_sgNR2C2_5,p_sgCREB1_4,p_sgCREB1_5,p_sgYY1_3,p_sgGABPA_1,p_sgIRF1_2,p_sgIRF1_3,p_sgELK1_7,p_sgELK1_6,p_sgELF1_2,p_sgYY1_10,p_sgELF1_1,p_sgETS1_5,p_sgETS1_3,p_sgGABPA_9,p_sgELF1_4,p_sgELF1_5,p_sgELK1_1,p_sgE2F4_6,p_sgE2F4_7
AP000892.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FXYD6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMPRSS13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL10RA,0.003861138,-0.009047084,-0.0105303,-0.008329211,0,0,0.015389513,0.002334481,0.021091856,0,0,0,0,-0.002483506,0,0,0,0,0.005025055,0,-0.003888711,-0.019442883,-0.000935903,0,0.012879442,0.003726723
TMPRSS4,-0.006724025,0,0,0,0,8.29E-05,0.001919268,0,0,0,0,0,0,0,0,0.003271439,0,0,0,0,0,0,-0.002118105,0,0,0.006543989
SCN2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMICA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPZL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPZL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD3E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD3D,0.022527735,0.02799945,0.023520241,0.00047154,0,0.009236804,-0.02531016,0,0,-0.019492625,-0.053452601,0.002374751,0.026049098,0.044666972,-0.00953153,-0.02312558,-0.099684103,-0.042280171,-0.001956224,-0.013836905,-0.01344494,-0.016932556,-0.028195423,0.029164594,0,0
CD3G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBE4A,0,0,0,0,0,0.004438139,0.032307068,0,0,0,0,0,0,0,0,0.003594653,0,-0.011618961,0.021089339,-0.004537315,0,0.000515585,-0.038796906,0,0.005237213,0
RP11-770J1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATP5L,-0.019118992,-0.007454823,0.002998909,0,0,0.016539776,0,0,-0.016089987,0.066814651,0.036897558,-0.011631449,-0.012406032,0,0,-0.002423718,0.138754308,0,0.019536486,-0.053422819,0.006789056,0.007929996,0.006177229,0,0.052964358,0
RP11-770J1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KMT2A,-0.012464601,0,0,0.0057128,-0.015994139,-0.041891412,0,0.027432367,-0.02853756,0.013366431,-0.027852803,-0.007629923,-0.030127324,0.000757503,0,0.017615045,0.009099341,0.01189761,-0.003880423,0.0157666,0,0,0.014804477,0,0.010140762,0.004634551
RP11-770J1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTC36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFT46,0,0.006627841,-0.004922107,0,0,-0.006406684,0,0.002106865,0,0,-0.011930207,0,0,0,0,0,0.000535492,0.011892675,0,0.007217925,0,0,0,0,0,-0.005560899
ARCN1,-0.010630948,-0.005283703,0.004170025,-0.029669892,0,0,0,0.005373688,0,-0.026666083,0.011612848,-0.011720603,0,0,0.004580477,-0.006960513,-0.052636696,0.016461881,-0.021867159,0.00365466,0.000300022,-0.020312417,-0.016011383,0,-0.020080174,0
PHLDB1,0,0,0,0,0,0,0,0,0,0.00823651,-0.006171624,-0.000627379,0.014031602,0,0,0,0,0,0,0,-0.002048349,-0.000889122,-0.000668914,-0.004081833,0.001566814,0.004517919
AP002954.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TREH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDX6,-0.003341342,0.00372437,0,0.020039721,0,-0.003414052,-0.0066958,0,-0.016231375,-0.015520888,-0.001058894,0.00894482,-0.016345424,-0.008212377,0.025335342,0,-0.002066502,-0.015140868,0,0.000224736,0.0424504,0,0.00439016,0.013007565,0.002219983,0
CXCR5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-158I9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCL9L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000556567,0,0,0,0,0,0,0,0,0.006199259,-0.000612648
UPK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-158I9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOXR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-110I1.12,0,0,0,0,0,0,-0.007865095,0,-0.000684553,0,0.009008825,0,0,0,0.000816208,0.002951206,0,0,-0.00018915,0,0,0,0,0,0,0
CCDC84,-0.014399318,0.005381505,0,0,-0.013117231,0,-0.014544889,-0.02119271,0,-0.010088878,0,0.011091145,-0.005321077,-0.004768884,0,-0.008111344,0,0,-0.013373176,0.010374167,0.012218941,0.001863382,0,0,0,0.015992248
RP11-110I1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS25,-0.003301886,-0.001690503,0.023217629,0,-0.017873909,0,-0.018307395,0,0,0.011321804,-0.059955218,-0.004424605,-0.001420235,0.004557855,0.003634914,0,0.05214397,0.021770211,0.001287265,0,0.000224425,0,0,0.01954612,-0.00651314,-0.00223893
TRAPPC4,0.006165507,0.011755581,0.050189504,0.014776819,0,0,0.026349935,-0.030291714,-0.002464903,-0.046007736,-0.005202249,-0.045604277,0.056172376,0,0.039607651,-0.013323405,-0.07631348,-0.015103267,-0.008926018,0,-0.033285555,0,0.043411378,-0.003049355,-0.004246,0.002184795
SLC37A4,-0.005937334,0.016486302,0,-0.015446014,0.003046557,-0.01434185,0.023064431,0,0,0.025697783,-0.007905953,0,-0.004169793,-0.00872193,0.009703679,-0.025329768,0.014306264,0.007133111,0,-0.002026271,0,0.019686649,0,-0.005316647,-0.001141324,0.0142557
RP11-110I1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HYOU1,0.009214549,0,-0.002729916,-0.016137389,0,0,0,-0.002484799,0.007954405,-0.011902074,0.001832419,0.000436589,-0.016196744,0.01568595,-0.022179658,-0.022493609,0,-0.020465006,0.029777722,0,0.009030126,0.009118491,0,0,0,-0.022628903
RP11-110I1.14,0,0,0.004794748,0,0,0,0,-0.000311213,0,0,-0.000316985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-110I1.13,-0.006254528,0,0,0.000384445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001475558,0,0,0,0,0,0,0.003600481
VPS11,0.006087829,0,0,-5.87E-05,0,0,0,0.012581452,-0.002706825,0.004079934,0,0,0,-0.001914864,0,0.008254294,0,-0.003919205,0,-0.01358586,0.002751534,0,0,-0.000801317,0,0
HMBS,-0.051014822,0.037257226,0.027651691,0,0,0.042199041,-0.004060274,-0.075572089,0,0.013740117,-0.064178465,0.056542144,0,0.05576571,0.041354325,-0.038075074,-0.015933665,-0.050968575,-0.044952455,0.043956464,0.001731648,-0.003588063,-0.043643219,0.055176158,0.01047134,-0.024283058
H2AFX,0.006641095,0,0,-0.020420217,-0.00014418,0.002648679,0.028410477,0.021957235,0,0.012675622,0.020152971,0.016726127,0.059295525,-0.022614137,0.00258412,-0.039218424,0.044477661,-0.034291017,-0.03114479,0.002268459,-0.021794417,-0.035615675,0.004922317,-0.034500259,0.016192775,0.033875503
DPAGT1,0,0.008102369,0,0.002858957,-0.003790154,0,0.024316923,0,0.008563836,0,0.00182803,-0.002936438,0.008052553,0.014519423,-0.00035382,0,-0.018312407,0,-0.000750459,0,0,0,-0.004774834,-0.025436925,0.030080089,0
C2CD2L,0.002152736,0,-0.007867428,-0.00691988,-0.007380956,0.005036425,-0.005580277,0,0,-0.007596306,-0.011283035,-0.00418813,0,0,0.041144067,-0.016597286,0.038195954,-0.001958569,0.00582319,-0.022099222,0.004710023,0,0.002126189,0.01839462,0,0
HINFP,-0.005846195,9.51E-05,0.001731988,0,0,-0.006713395,-0.00853205,-0.011636674,0.006790886,0,-0.009612514,-0.000516123,-0.003024998,0.002131086,-0.00922697,0,0,0.006258636,0.010818773,0,-0.009972046,0,0,0,0,-0.008538252
ABCG4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLRX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000435319,-0.001765104,0,0,0
CCDC153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBL,0,-0.026880898,0.007432668,0.022184393,-0.037872336,0.018564488,0.003048831,-0.01613735,0,0.034616931,0,-0.017061635,-0.017487694,0,0.014285866,0,0.04860172,0.016267153,0.000311873,0,0,0,-0.008120553,0,0.011864273,0.02894175
MCAM,-0.012090402,0,0,0,-0.005909331,-0.000104045,0.000320366,0.002602804,0.003356986,0.013539674,0,0.019613433,0,-0.006763651,0.011529265,-0.001632245,0,0,-0.005929461,0,0,-0.013434235,0,0,0,0
RNF26,-0.031342155,-0.002404363,0,-0.008736893,-0.007818951,0,0.007744673,0.009635214,0,0,0,-0.007184611,0.033016636,-0.002117505,0.00222878,0,0,0,0.005257438,0,0,0,0.027647335,0,0.005350274,0.018756758
RP11-334E6.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USP2,0.000300766,0,0,-0.008621395,0,0,0,0,0.014443648,0,0.001128731,0,0.005889995,0,-0.006504498,0.00558176,-0.007023136,-0.000195418,-0.005066237,0,-0.004654609,0.001512615,0,0,-0.001097965,0
RP11-334E6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USP2-AS1,-0.007217999,0,0,0.004763799,0,-0.008511451,0,0,0.007741238,-0.007729834,-0.018061035,0.004774146,-0.015006963,0,0.006446444,0,0,0.00756186,0.001564477,-0.014079895,-0.00404051,0.004434296,0,0,0.006566836,0
THY1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-196E1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVRL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIM29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OAF,0,0.008903868,0,0,0,0,0,0,0,0.004731731,0.008641741,-0.001991268,0,0.005497275,0,0,0.008859368,0.0181771,0,0,0,0,-0.000576502,0.002812319,0,0
POU2F3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM136,0.005090246,-0.003988618,-0.008484449,0.001714554,0,0,0,0.006226168,-0.006348194,0,0,-0.000986341,-0.016537868,0.009239365,0.009145901,0.008809479,0,0,0.003980769,0.007869283,-0.020998956,-0.005690203,0,-0.005364271,0,-0.003377434
ARHGEF12,-0.008290626,0,0.059707962,0,0.053548195,-0.054056358,0,0.031456873,-0.016431142,0,-0.028530017,-0.00679397,0.001609589,0,-0.019190761,0.025843925,-0.032969461,0.001496627,0.005824358,0.010107301,0,0,0,-0.027256735,-0.029104752,0.012970285
AP000758.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-640N11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBCEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TECTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC5D,0.007221784,-0.012746249,0,-0.018272824,0,0.013841801,-0.00261781,0,0.006316232,0,-0.002037622,0.02789367,-0.013052851,0,0,0,0.028432047,0,0.004677401,-0.015281493,0,0.002943438,0.015509035,-0.010247994,0,0.0190846
SORL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBASH3B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRTAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C11orf63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSPA8,-0.040047221,-0.036709035,-0.073500066,-0.012534368,0.059699681,0,0.000377577,0.055657852,-0.003993283,0.006168174,-0.079021105,-0.008426501,-0.096776275,0.019795177,0,0.040794805,0.133812036,0.040431218,-0.000330273,-0.049949995,0.105888193,0.030055916,0.01279314,0,-0.029530024,0.031278079
LINC01059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCN3B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF202,-0.002209208,0,-0.009075118,0,0,0,0,0.012160786,-0.000556738,0,0.003168834,0,-0.003827564,0,0,0.010763185,0.002017935,0,0,0,0,0.019939431,0,0,0,0
VWA5A,0.007883017,-0.003582166,-0.003734457,0.004641922,0,-5.84E-05,0,-0.018228203,0,0.017638983,0.019887556,0,-0.021921075,0,-0.003157322,0,0.019339433,-0.012091774,0.00661586,-0.015302997,0,0,-0.01925402,-0.015007625,0.00038381,0.011715056
OR10D3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR8G5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR8D1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR8D2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR8B2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR8B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR8B4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR8B8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR8A1,0,0,-0.001709698,0,0,0,0,0,0,0,0,0,0,0,0,-0.006825116,0,0.004021045,0.000327814,0.00734345,0,0,0,0,0,0
PANX3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBRG1,0,-0.030626438,0.025188823,0.000695309,0,0,0.046040125,-0.002082485,0.048354766,-0.032414393,-0.003988774,0.013243337,0,0.015623739,-0.001931396,-0.011184868,-0.065562907,-0.025639717,-0.017270148,-0.000397672,-0.065133406,0.029776329,0.000924531,-0.043248995,0.040548512,0.004485556
SIAE,2.80E-05,0,-0.010922997,0,0,0,-0.004658277,0.002893058,7.58E-05,0,0,0,0,0,0,0,0,-0.005605183,0,0,0,0.018833505,0,-0.00092406,0,0
SPA17,-0.01410947,-0.014254174,0,0,0,-0.013370342,-0.009912316,0.006264532,-0.002602153,0.020167854,-0.025678718,0.014578352,0,0.003869105,0.007939177,0.001377121,0.057824445,0,0,0,0,-0.01492694,-0.01123017,-0.001592517,0.007695356,0.002683064
NRGN,0,0,0,0,0,0,-0.001603773,0,0,0.005822484,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007608258,0,0
VSIG2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-677M14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000200054
MSANTD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00038206,0,0,0,0,0,0,0,0,0,-0.000329988,-6.47E-05,0
RP11-677M14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROBO3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROBO4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC15,0,-0.005267622,0,0,0,0,0,-0.002301228,0,0,0.011284754,0,0,0,0,0.003701387,0,0,0.003720355,0,-0.01213685,0,0,-0.000172879,0,0.007812799
SLC37A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM218,0,0,-0.020989247,0,-0.013254557,0.021670789,0,0,-0.008482712,0.031347711,0,0.0103656,-0.018348369,0,0,-0.011117591,0,0,0,0.000128214,0,-0.007031714,0,-0.021888246,0,-0.011230933
PKNOX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FEZ1,-0.004892729,0,0.003090402,-0.003268301,0,0,-0.002425305,0,0,0.00463049,0,0,-2.05E-05,0.002339647,0.004434194,0.005886272,0.009006917,0,0,0,0,0.006539094,-0.000377437,0,0,0
AP000708.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EI24,0.002847489,-0.005822624,0.046180872,0.018714193,0.0363729,0.021898639,-0.022570172,0,-0.014545316,-0.006242909,0,0.008457725,0.024241689,-9.27E-05,-0.019609166,-0.042381534,-0.02094809,0,0,0,0.050833284,-0.01800009,0.00288325,-0.017762716,-0.000116197,0
STT3A-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STT3A,0,0,0,-0.002090381,0,0.007771348,0,-0.027960482,0,0.023002622,-0.013672072,-0.009116213,0.029487067,0,0.010738783,-0.007267068,0,0.009407327,-0.004583119,-0.031607632,0,0.017352884,0,0,-0.020453796,-0.003584324
CHEK1,-0.02383704,0.022312657,0.029151629,0,0.014489147,-0.016660169,-0.04653253,-0.022262755,0,0.002239668,0.020243563,0,0,-0.001705278,0,-0.011233586,0.048071148,0,0.028656541,0,0,0.031418856,0.002439613,0,0.012257125,-0.022197073
ACRV1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PATE2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-680F20.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HYLS1,0,0,0.001753633,0,0,0,0.00375376,0,0,0,0,0,0,0,0,0,-0.003359351,-0.001591087,0,0,0,0,0,0,0,0
PUS3,0.001843141,0.009318464,-0.009339829,0,0,0.000937309,0.004999303,-0.022857867,0.029884969,-0.032358188,-0.005880199,0,0,0.001090438,0.017141384,-0.01950694,-0.010255531,0,0,0,-0.000832255,0,0,0.009875765,0,0
DDX25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-680F20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-680F20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPUSD4,0,0,0.002072848,-0.01411726,0,0,-0.000313602,0,9.81E-05,0,0.003232898,0.054910274,0.005720449,-0.031367959,0.014329927,0,-0.003621299,0.001087351,0,0.022741166,0,-0.001311245,-0.009974998,-0.002204753,0.029404059,-0.005098564
RP11-50B3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM118B,0.001402834,-0.005380819,0.007614219,0.008108509,0,0,-0.005951137,0,-0.008766953,-0.015732636,0.007367908,-0.012445442,-0.010145778,0,0,0.001018844,0,-0.003995439,0,-0.009251001,-0.003833464,-0.024225686,0,0,0,0.002758722
SRPRA,0,0.016393625,0,0,0,0,0,0.03376671,-0.003301244,0.0683767,-0.008747779,0,0,-0.030391714,-0.021908456,0.003460365,0.056255213,0,-0.036766937,-0.003567272,0,0,0,-0.008127997,0.020013834,0.024198096
FOXRED1,-0.023983329,0,0.005020301,-0.014003117,0.015744791,0.008403438,0.035808505,-0.013449626,0,0.01608008,-0.0191646,0,-0.008228188,0,-0.003273131,0.002549884,0.009104175,0,0,0.025983175,0,-0.024304713,0,0.005105673,0.009670842,0.02022542
TIRAP,0,0,0,0.00333746,0,0,0,0,0.00013995,0,0,0.000615201,0,0,0,0,0,0,0,0,0,0,-0.002232723,0,0,0
RP11-712L6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-712L6.5,0,0.002139527,0,0,0,0,0,0,0,0,0,0,0,0.004569834,0,0.00190852,0,0.006466514,0,0,0,0,-0.002091978,0,0,0
DCPS,-0.008364834,0.027705914,0,0.012831659,0.00514995,0.00335075,-0.015412544,0.005644733,-0.009250778,0.021498096,0.0172513,0.020714424,-0.011684075,-0.01568769,0,0,-0.006071608,-0.00166768,0.002057125,-0.000694882,0.000840037,0,0,-0.008977165,0,-0.003280307
ST3GAL4,0,0.007852195,0.001166658,0.000712829,0.004523949,0.005526766,0,0,-0.002000933,0.006699328,0,0,0,0,0,-0.024699376,0,0,0,-0.022902,0,0.001060202,-0.001643942,-0.006391564,0,-0.019462315
KIRREL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-115C10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-264E20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM45B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFRKB,0,0,0.006338128,-0.028837232,-0.014979753,0,-0.018071416,-0.000838158,0,0.007589534,0,0.003011578,0,-0.021760568,0,0.004952475,0.042840435,0.000707552,0.001929016,0.004222014,0,0,0,-0.010038053,0.004928729,-0.022035166
PRDM10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP003041.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APLP2,-0.020881909,-0.005141753,0.032638959,-0.015376991,0,0.011445204,0.002689122,0,0.010192896,0.071041064,0.023919567,0,0,0.048403277,0,0.002661721,0.041255908,-0.011849219,0.001045134,-0.00523657,0.011448344,-0.021706737,-0.013987904,-0.017160887,-0.041060998,-0.043202741
ST14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZBTB44,-0.013784936,0,0,-0.002316628,0.030083297,-0.008229573,-0.01637626,0,0.010724933,0,0.007660372,-0.052441234,0,0,0.020781089,0.001923284,0.000884751,-0.005099725,0,0.00055597,0,0.002665927,0,-0.002579402,0,-0.004337855
RP11-121M22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-890B15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-890B15.3,0,0,0,0,0,0,0,0,0,0.006371588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNX19,-0.018180318,0.006544509,0.000724874,0,0,0.003996669,0,0,0,0,-0.009463597,0,0,-0.005860348,-0.0113896,0.005052552,0.015571922,0,0.000995886,0,0,0,-0.012570552,-5.62E-05,0,0
IGSF9B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAM3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCAPD3,-0.010579445,0,0.00033494,0,0,0.001333153,0,-0.006527018,0.027739277,0.051230823,0,0,0,0,0,-0.01733815,0.066511161,0,-0.006043982,-0.037391754,-0.002064325,-0.003236373,-0.006799938,0,0,0.029757387
VPS26B,-0.025931405,0,-0.009664666,0.019424586,0,-0.017204215,0.014958482,-0.014716501,0.012760383,0,0.009666893,-0.002080994,0.015464786,0,0,-0.009811289,0.004910916,-0.007935261,-0.008589655,0,0.003965585,-0.000728817,0.010227589,0.032397096,-0.001856688,0.025995043
THYN1,0,0,0.02994519,0.014784159,0.010280732,-0.008152234,-0.045201402,0,0,0,-0.007234087,0.010487459,0.054083752,0.027136807,0.05065917,0.026091675,-0.006086555,-0.020344036,0,0,0,-0.025930381,-0.019974389,0.001189616,0.014257344,0
ACAD8,0.000901922,0,0,0.002524116,0,-0.004256955,0.008255515,-0.01740684,0,0,-0.007021118,0.008944301,-0.014593992,0.005549537,-0.018252223,0,0,-0.016520143,0,0.00470777,-0.028118014,0.000748537,0,0,0,0
GLB1L3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLB1L2,0,0,0,0,0,0.00270376,0,0,0,0.015053222,-0.004431666,0,0,0,-0.000483271,0,0.032283479,0,-0.005135544,0,0.009934029,0,0,0,0,-0.002074414
B3GAT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP004550.1,0,0,3.28E-05,0,0,0.005698392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-469N6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-598F7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM138D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IQSEC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
